college,state,students,privateorpublic,acceptance_rate,city,address,zip,urbanicity,website,school_type,graduation_rate,GPA,Division,tuition,fields_of_study_json,student_faculty_ratio,race_ethnicity_json,sat_score,act_score
Fortis College-Norfolk,バージニア州(VA),410,営利,,Norfolk,6300 Center Dr Bldg 22,23502-4101,都市部,https://www.fortis.edu/,2年制,0.4507,N/A,N/A,N/A,N/A,,,,
Richard Bland College,バージニア州(VA),728,州立,0.7909,South Prince George,11301 Johnson Road,23805-7100,田舎,www.rbc.edu/,4年制,0.3401,N/A,N/A,N/A,N/A,,,,
Bon Secours Memorial College of Nursing,バージニア州(VA),481,私立,,Richmond,8550 Magellan Parkway Suite 1100,23227-1149,郊外,https://www.bsmcon.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
University of Richmond,バージニア州(VA),3069,私立,0.2437,University of Richmond,410 Westhampton Way,23173,都市部,https://www.richmond.edu/,N/A,0.8859,N/A,N/A,N/A,N/A,,,,
Riverside College of Health Careers,バージニア州(VA),338,私立,1,Newport News,316 Main Street,23601,都市部,https://www.riversideonline.com/careers/college-of-health-careers,4年制,,N/A,N/A,N/A,N/A,,,,
Roanoke College,バージニア州(VA),1801,私立,0.7976,Salem,221 College Lane,24153-3794,郊外,https://www.roanoke.edu/,N/A,0.7049,N/A,N/A,N/A,N/A,,,,
Bon Secours St Mary's Hospital School of Medical Imaging,バージニア州(VA),27,私立,,Richmond,8550 Magellan Pkwy Ste 700,23227,郊外,https://smhsomi.edu/,2年制,,N/A,N/A,N/A,N/A,,,,
Shenandoah University,バージニア州(VA),2104,私立,0.8036,Winchester,1460 University Dr,22601-5195,都市部,www.su.edu/,N/A,0.6324,N/A,N/A,N/A,N/A,,,,
Southeastern Free Will Baptist Bible College,ノースカロライナ州(NC),74,私立,,Wendell,532 Eagle Rock Road,27591-9072,田舎,www.sfwbc.edu/,N/A,0.3824,N/A,N/A,N/A,N/A,,,,
Southern Virginia University,バージニア州(VA),1053,私立,0.9945,Buena Vista,1 University Hill Drive,24416,町,https://svu.edu/,N/A,0.4519,N/A,N/A,N/A,N/A,,,,
Southside Virginia Community College,バージニア州(VA),1695,州立,,Alberta,109 Campus Drive,23821,田舎,https://www.southside.edu/,2年制,0.3814,N/A,N/A,N/A,N/A,,,,
Southwest Virginia Community College,バージニア州(VA),1528,州立,,Cedar Bluff,"369 College Road       US Rt. 19, 6 Miles S. Claypool Hill",24609,田舎,sw.edu/,4年制,0.3992,N/A,N/A,N/A,N/A,,,,
Staunton School of Cosmetology,バージニア州(VA),22,営利,,Staunton,128 E Beverly Street,24401-4323,都市部,hairstylingschool.com/,2年制,0.5763,N/A,N/A,N/A,N/A,,,,
Strayer University-Virginia,バージニア州(VA),2197,営利,,Arlington,2121 15th Street N,22201,都市部,www.strayer.edu/campus-locations/virginia/arlington,N/A,0.2632,N/A,N/A,N/A,N/A,,,,
Sweet Briar College,バージニア州(VA),451,私立,0.7575,Sweet Briar,134 Chapel Drive,24595-9998,田舎,www.sbc.edu/,N/A,0.5823,N/A,N/A,N/A,N/A,,,,
Virginia Peninsula Community College,バージニア州(VA),4227,州立,,Hampton,99 Thomas Nelson Drive,23666,郊外,https://vpcc.edu/,4年制,0.2944,N/A,N/A,N/A,N/A,,,,
Tidewater Community College,バージニア州(VA),12161,州立,,Norfolk,121 College Place,23510,都市部,www.tcc.edu/,4年制,0.2699,N/A,N/A,N/A,N/A,,,,
Union Presbyterian Seminary,バージニア州(VA),,私立,,Richmond,3401 Brook Rd,23227,都市部,www.upsem.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
University of Virginia's College at Wise,バージニア州(VA),993,州立,0.7557,Wise,1 College Avenue,24293-4400,町,https://www.uvawise.edu/,N/A,0.4217,N/A,N/A,N/A,N/A,,,,
Virginia Highlands Community College,バージニア州(VA),1350,州立,,Abingdon,100 VHCC Drive,24212-0828,郊外,www.vhcc.edu/,2年制,0.4224,N/A,N/A,N/A,N/A,,,,
Virginia Polytechnic Institute and State University,バージニア州(VA),30339,州立,0.5698,Blacksburg,"210 Burruss Hall, 800 Drillfield Dr.",24061-0131,都市部,www.vt.edu/,N/A,0.8652,N/A,N/A,N/A,N/A,,,,
Virginia Western Community College,バージニア州(VA),3681,州立,,Roanoke,3094 Colonial Ave,24015,都市部,virginiawestern.edu/,4年制,0.3294,N/A,N/A,N/A,N/A,,,,
Virginia Commonwealth University,バージニア州(VA),20552,州立,0.91,Richmond,910 W Franklin St,23284-2512,都市部,https://www.vcu.edu/,N/A,0.66,N/A,N/A,N/A,N/A,,,,
University of Virginia-Main Campus,バージニア州(VA),17103,州立,0.1866,Charlottesville,1827 University Avenue,22903-2628,郊外,https://www.virginia.edu/,N/A,0.9446,N/A,N/A,N/A,N/A,,,,
Virginia Military Institute,バージニア州(VA),1512,州立,0.7106,Lexington,VMI Parade,24450-0304,町,www.vmi.edu/,N/A,0.7531,N/A,N/A,N/A,N/A,,,,
Asher Institute of Hampton,バージニア州(VA),116,営利,,Hampton,4107 West Mercury Blvd,23666,郊外,www.aiofhampton.edu/,2年制,0.3158,N/A,N/A,N/A,N/A,,,,
Virginia University of Lynchburg,バージニア州(VA),479,私立,,Lynchburg,2058 Garfield Ave,24501,都市部,www.vul.edu/,N/A,0.4904,N/A,N/A,N/A,N/A,,,,
Virginia State University,バージニア州(VA),4295,州立,0.8972,Petersburg,1 Hayden Drive,23806,郊外,www.vsu.edu/,N/A,0.421,N/A,N/A,N/A,N/A,,,,
Virginia Union University,バージニア州(VA),1297,私立,0.8055,Richmond,1500 N Lombardy St,23220,都市部,www.vuu.edu/,N/A,0.4058,N/A,N/A,N/A,N/A,,,,
Virginia Wesleyan University,バージニア州(VA),1154,私立,0.8143,Virginia Beach,5817 Wesleyan Drive,23455,都市部,https://www.vwu.edu/,N/A,0.4536,N/A,N/A,N/A,N/A,,,,
Washington and Lee University,バージニア州(VA),1861,私立,0.1696,Lexington,204 West Washington Street,24450-2116,町,www.wlu.edu/,N/A,0.9423,N/A,N/A,N/A,N/A,,,,
Wytheville Community College,バージニア州(VA),1145,州立,,Wytheville,1000 E Main Street,24382-3308,町,www.wcc.vccs.edu/,4年制,0.4472,N/A,N/A,N/A,N/A,,,,
Bellevue College,ワシントン州(WA),7823,州立,,Bellevue,3000 Landerholm Cir SE,98007-6484,都市部,https://bellevuecollege.edu/,4年制,0.3192,N/A,N/A,N/A,N/A,,,,
Bellingham Technical College,ワシントン州(WA),1543,州立,,Bellingham,3028 Lindbergh Ave,98225-1599,都市部,https://www.btc.edu/,2年制,0.3377,N/A,N/A,N/A,N/A,,,,
Big Bend Community College,ワシントン州(WA),1645,州立,,Moses Lake,7662 Chanute St NE,98837-3299,町,https://www.bigbend.edu/,4年制,0.3912,N/A,N/A,N/A,N/A,,,,
Central Washington University,ワシントン州(WA),8650,州立,0.9349,Ellensburg,400 East University Way,98926,町,www.cwu.edu/,N/A,0.5291,N/A,N/A,N/A,N/A,,,,
Centralia College,ワシントン州(WA),1661,州立,,Centralia,600 Centralia College Blvd.,98531-4099,町,www.centralia.edu/,4年制,0.4395,N/A,N/A,N/A,N/A,,,,
City University of Seattle,ワシントン州(WA),1077,私立,,Seattle,"521 Wall Street, Suite 100",98121,都市部,www.cityu.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Paul Mitchell the School-Richland,ワシントン州(WA),261,営利,,Richland,71 Gage Blvd.,99352,都市部,paulmitchell.edu/richland,2年制,0.6,N/A,N/A,N/A,N/A,,,,
Clark College,ワシントン州(WA),5441,州立,,Vancouver,1933 Fort Vancouver Way,98663-3598,都市部,https://www.clark.edu/,4年制,0.3786,N/A,N/A,N/A,N/A,,,,
Clover Park Technical College,ワシントン州(WA),2382,州立,,Lakewood,4500 Steilacoom Blvd SW,98499-4004,都市部,www.cptc.edu/,2年制,0.3875,N/A,N/A,N/A,N/A,,,,
Columbia Basin College,ワシントン州(WA),5104,州立,,Pasco,2600 N 20th Ave,99301,郊外,www.columbiabasin.edu/,4年制,0.3186,N/A,N/A,N/A,N/A,,,,
Cornish College of the Arts,ワシントン州(WA),416,私立,0.7113,Seattle,1000 Lenora Street,98121,都市部,www.cornish.edu/,N/A,0.52,N/A,N/A,N/A,N/A,,,,
Divers Institute of Technology,ワシントン州(WA),231,営利,,Seattle,"1341 N. Northlake Way, Suite 150",98103,都市部,www.diversinstitute.edu/,2年制,0.8838,N/A,N/A,N/A,N/A,,,,
Eastern Washington University,ワシントン州(WA),6938,州立,0.9612,Cheney,526 5th Street,99004-2496,町,www.ewu.edu/,N/A,0.4959,N/A,N/A,N/A,N/A,,,,
Edmonds College,ワシントン州(WA),3749,州立,,Lynnwood,20000 68th Ave W,98036,郊外,www.edmonds.edu/,4年制,0.3228,N/A,N/A,N/A,N/A,,,,
Everett Community College,ワシントン州(WA),5370,州立,,Everett,2000 Tower Street,98201,都市部,www.everettcc.edu/,4年制,0.3572,N/A,N/A,N/A,N/A,,,,
The Evergreen State College,ワシントン州(WA),1799,州立,0.7437,Olympia,2700 Evergreen Pkwy NW,98505-0001,郊外,https://www.evergreen.edu/,N/A,0.4219,N/A,N/A,N/A,N/A,,,,
Pierce College District,ワシントン州(WA),6309,州立,,Lakewood,9401 Farwest Dr SW,98498-1999,都市部,www.pierce.ctc.edu/,4年制,0.3768,N/A,N/A,N/A,N/A,,,,
Gonzaga University,ワシントン州(WA),5018,私立,0.6974,Spokane,E 502 Boone Ave,99258-0001,都市部,https://www.gonzaga.edu/,N/A,0.8657,N/A,N/A,N/A,N/A,,,,
Grays Harbor College,ワシントン州(WA),1220,州立,,Aberdeen,1620 Edward P Smith Drive,98520-7599,田舎,www.ghc.edu/,4年制,0.3962,N/A,N/A,N/A,N/A,,,,
Green River College,ワシントン州(WA),5518,州立,,Auburn,12401 SE 320th St,98092-3622,都市部,https://www.greenriver.edu/,4年制,0.3948,N/A,N/A,N/A,N/A,,,,
Toni & Guy Hairdressing Academy-Shoreline,ワシントン州(WA),88,営利,,Shoreline,18336 Aurora Ave. North Suite 103,98133,郊外,www.evergreenbeauty.edu/,2年制,0.6923,N/A,N/A,N/A,N/A,,,,
Heritage University,ワシントン州(WA),796,私立,,Toppenish,3240 Fort Rd,98948,田舎,www.heritage.edu/,N/A,0.4906,N/A,N/A,N/A,N/A,,,,
Highline College,ワシントン州(WA),4318,州立,,Des Moines,2400 S 240th St,98198-9800,郊外,www.highline.edu/,4年制,0.3793,N/A,N/A,N/A,N/A,,,,
International Air and Hospitality Academy,ワシントン州(WA),133,営利,,Vancouver,2901 E Mill Plain Blvd,98661,都市部,aha.edu/,2年制,0.733,N/A,N/A,N/A,N/A,,,,
Bastyr University,ワシントン州(WA),74,私立,,Kenmore,14500 Juanita Drive NE,98028-4966,郊外,www.bastyr.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Highlights Beauty Schools,ワシントン州(WA),35,営利,,Mountlake Terrace,"24255 Van Ry Boulevard, Suite A",98043,郊外,https://genejuarezacademy.edu/,2年制,0.6302,N/A,N/A,N/A,N/A,,,,
Bates Technical College,ワシントン州(WA),1910,州立,,Tacoma,1101 S Yakima Ave,98405,都市部,https://www.batestech.edu/,2年制,0.4194,N/A,N/A,N/A,N/A,,,,
Lake Washington Institute of Technology,ワシントン州(WA),2237,州立,,Kirkland,11605 132nd Ave NE,98034-8506,郊外,https://www.lwtech.edu/,2年制,0.4332,N/A,N/A,N/A,N/A,,,,
Lower Columbia College,ワシントン州(WA),2121,州立,,Longview,1600 Maple Street,98632,都市部,https://lowercolumbia.edu/,4年制,0.241,N/A,N/A,N/A,N/A,,,,
BJ's Beauty & Barber College,ワシントン州(WA),39,営利,,Tacoma,5239 S Tacoma Way,98409,都市部,www.bjsbeautyandbarbercollege.com/,2年制,,N/A,N/A,N/A,N/A,,,,
North Seattle College,ワシントン州(WA),2744,州立,,Seattle,9600 College Way North,98103-3599,都市部,www.northseattle.edu/,4年制,0.3358,N/A,N/A,N/A,N/A,,,,
Northwest University,ワシントン州(WA),662,私立,0.9426,Kirkland,5520 108th Ave NE,98083-0579,郊外,www.northwestu.edu/,N/A,0.6275,N/A,N/A,N/A,N/A,,,,
Olympic College,ワシントン州(WA),4016,州立,,Bremerton,1600 Chester Ave,98337-1699,都市部,www.olympic.edu/,4年制,0.3131,N/A,N/A,N/A,N/A,,,,
Perry Technical Institute,ワシントン州(WA),879,私立,,Yakima,2011 W Washington Ave.,98903-1296,都市部,www.perrytech.edu/,2年制,0.7912,N/A,N/A,N/A,N/A,,,,
Pacific Lutheran University,ワシントン州(WA),2253,私立,0.889,Tacoma,12180 Park Ave South,98447-0003,郊外,www.plu.edu/,N/A,0.7062,N/A,N/A,N/A,N/A,,,,
Peninsula College,ワシントン州(WA),1105,州立,,Port Angeles,1502 E Lauridsen Blvd,98362,町,www.pencol.edu/,4年制,0.4675,N/A,N/A,N/A,N/A,,,,
University of Puget Sound,ワシントン州(WA),1712,私立,0.8266,Tacoma,1500 N. Warner Street,98416,都市部,www.pugetsound.edu/,N/A,0.7519,N/A,N/A,N/A,N/A,,,,
Renton Technical College,ワシントン州(WA),1600,州立,,Renton,3000 NE Fourth St,98056-4123,都市部,www.rtc.edu/,2年制,0.5925,N/A,N/A,N/A,N/A,,,,
Saint Martin's University,ワシントン州(WA),1344,私立,0.9504,Lacey,5000 Abbey Way SE,98503-7500,都市部,https://www.stmartin.edu/,N/A,0.6048,N/A,N/A,N/A,N/A,,,,
South Seattle College,ワシントン州(WA),1660,州立,,Seattle,6000 16th Ave SW,98106-1499,都市部,southseattle.edu/,4年制,0.3143,N/A,N/A,N/A,N/A,,,,
Seattle Central College,ワシントン州(WA),3498,州立,,Seattle,1701 Broadway Avenue,98122,都市部,seattlecentral.edu/,4年制,0.2977,N/A,N/A,N/A,N/A,,,,
Seattle Pacific University,ワシントン州(WA),2409,私立,0.9071,Seattle,3307 3rd Ave W,98119-1997,都市部,https://spu.edu/,N/A,0.6567,N/A,N/A,N/A,N/A,,,,
Seattle University,ワシントン州(WA),4033,私立,0.8515,Seattle,900 Broadway,98122-4340,都市部,www.seattleu.edu/,N/A,0.7462,N/A,N/A,N/A,N/A,,,,
Shoreline Community College,ワシントン州(WA),3566,州立,,Shoreline,16101 Greenwood Ave N,98133-5696,郊外,www.shoreline.edu/,4年制,0.2903,N/A,N/A,N/A,N/A,,,,
Skagit Valley College,ワシントン州(WA),2763,州立,,Mount Vernon,2405 E. College Way,98273,都市部,www.skagit.edu/,4年制,0.3469,N/A,N/A,N/A,N/A,,,,
South Puget Sound Community College,ワシントン州(WA),3611,州立,,Olympia,2011 Mottman Rd SW,98512-6292,都市部,www.spscc.edu/,4年制,0.4383,N/A,N/A,N/A,N/A,,,,
Spokane Community College,ワシントン州(WA),4515,州立,,Spokane,1810 North Greene Street,99217-5399,都市部,https://scc.spokane.edu/,4年制,0.3363,N/A,N/A,N/A,N/A,,,,
Spokane Falls Community College,ワシントン州(WA),3638,州立,,Spokane,3410 W Whistalks Way,99224-5288,都市部,https://sfcc.spokane.edu/,4年制,0.3127,N/A,N/A,N/A,N/A,,,,
Stylemaster College of Hair Design,ワシントン州(WA),39,営利,,Longview,1224 Commerce Ave.,98632-3027,都市部,stylemasters.edu/,2年制,0.5319,N/A,N/A,N/A,N/A,,,,
Tacoma Community College,ワシントン州(WA),5113,州立,,Tacoma,6501 S 19th St,98466-6100,都市部,https://www.tacomacc.edu/,4年制,0.3515,N/A,N/A,N/A,N/A,,,,
Walla Walla Community College,ワシントン州(WA),2260,州立,,Walla Walla,500 Tausick Way,99362-9267,都市部,https://www.wwcc.edu/,4年制,0.3998,N/A,N/A,N/A,N/A,,,,
Walla Walla University,ワシントン州(WA),1234,私立,,College Place,204 S College Ave,99324-1198,郊外,https://www.wallawalla.edu/,N/A,0.6332,N/A,N/A,N/A,N/A,,,,
Washington State University,ワシントン州(WA),22265,州立,0.831,Pullman,French Administration Building,99164-5910,町,https://wsu.edu/,N/A,0.6076,N/A,N/A,N/A,N/A,,,,
University of Washington-Seattle Campus,ワシントン州(WA),30931,州立,0.4752,Seattle,1400 NE Campus Parkway,98195-4550,都市部,https://www.washington.edu/,N/A,0.8412,N/A,N/A,N/A,N/A,,,,
Wenatchee Valley College,ワシントン州(WA),2308,州立,,Wenatchee,1300 Fifth St,98801-1799,都市部,www.wvc.edu/,4年制,0.3552,N/A,N/A,N/A,N/A,,,,
Western Washington University,ワシントン州(WA),13686,州立,0.9269,Bellingham,516 High Street,98225-9008,都市部,wwu.edu/,N/A,0.665,N/A,N/A,N/A,N/A,,,,
Whatcom Community College,ワシントン州(WA),2821,州立,,Bellingham,237 W Kellogg Rd,98226,都市部,whatcom.edu/,4年制,0.3844,N/A,N/A,N/A,N/A,,,,
Whitman College,ワシントン州(WA),1472,私立,0.477,Walla Walla,345 Boyer Ave,99362,都市部,www.whitman.edu/,N/A,0.896,N/A,N/A,N/A,N/A,,,,
Whitworth University,ワシントン州(WA),2037,私立,0.9052,Spokane,300 W Hawthorne Rd,99251,郊外,www.whitworth.edu/,N/A,0.7553,N/A,N/A,N/A,N/A,,,,
Yakima Valley College,ワシントン州(WA),3241,州立,,Yakima,South 16th Ave. & Nob Hill Blvd.,98907-2520,都市部,https://www.yvcc.edu/,4年制,0.2992,N/A,N/A,N/A,N/A,,,,
Appalachian Beauty School,ケンタッキー州(KY),39,営利,,Belfry,25429 US HWY 119N,41514,田舎,appalachianbeautyschool.com/,2年制,0.7,N/A,N/A,N/A,N/A,,,,
Appalachian Bible College,ウェストバージニア州(WV),182,私立,1,Mount Hope,161 College Drive,25880-9557,郊外,https://abc.edu/,N/A,0.5783,N/A,N/A,N/A,N/A,,,,
B M Spurr School of Practical Nursing,ウェストバージニア州(WV),15,私立,,Glen Dale,800 Wheeling Ave,26038,町,https://wvumedicine.org/reynolds-memorial/,2年制,,N/A,N/A,N/A,N/A,,,,
Ben Franklin Career Center,ウェストバージニア州(WV),65,州立,,Dunbar,500 28th St,25064,郊外,bf.kana.k12.wv.us/,2年制,0.8154,N/A,N/A,N/A,N/A,,,,
Bethany College,ウェストバージニア州(WV),594,私立,0.6492,Bethany,31 E Campus Dr,26032,田舎,www.bethanywv.edu/,N/A,0.4271,N/A,N/A,N/A,N/A,,,,
Bluefield State University,ウェストバージニア州(WV),1244,州立,0.9717,Bluefield,219 Rock Street,24701-2198,町,https://bluefieldstate.edu/,N/A,0.3361,N/A,N/A,N/A,N/A,,,,
Cabell County Career Technology Center,ウェストバージニア州(WV),41,州立,,Huntington,1035 Norway Ave,25705-2827,郊外,www.cabellschools.com/Domain/12,2年制,0.9559,N/A,N/A,N/A,N/A,,,,
Charleston School of Beauty Culture,ウェストバージニア州(WV),55,営利,,Charleston,514 50th St. SE,25304,都市部,wvcsbc.net/,2年制,0.4692,N/A,N/A,N/A,N/A,,,,
University of Charleston,ウェストバージニア州(WV),2330,私立,0.6773,Charleston,"2300 MacCorkle Avenue,  SE",25304,都市部,www.ucwv.edu/,N/A,0.4242,N/A,N/A,N/A,N/A,,,,
Clarksburg Beauty Academy and School of Massage Therapy,ウェストバージニア州(WV),61,営利,,Clarksburg,120 S 3rd St,26301,町,clarksburgbeautyacademywv.com/,2年制,0.3729,N/A,N/A,N/A,N/A,,,,
Concord University,ウェストバージニア州(WV),1311,州立,0.9139,Athens,1000 Vermillion Street,24712,田舎,https://www.concord.edu/,N/A,0.4109,N/A,N/A,N/A,N/A,,,,
Davis & Elkins College,ウェストバージニア州(WV),644,私立,0.7526,Elkins,100 Campus Dr,26241-3996,町,www.dewv.edu/,N/A,0.4687,N/A,N/A,N/A,N/A,,,,
Fairmont State University,ウェストバージニア州(WV),2776,州立,0.9849,Fairmont,1201 Locust Ave,26554-2470,町,https://www.fairmontstate.edu/,N/A,0.4586,N/A,N/A,N/A,N/A,,,,
Glenville State University,ウェストバージニア州(WV),1257,州立,,Glenville,200 High Street,26351-1292,田舎,www.glenville.edu/,N/A,0.3536,N/A,N/A,N/A,N/A,,,,
Huntington Junior College,ウェストバージニア州(WV),144,営利,,Huntington,900 Fifth Ave,25701,都市部,www.hjc.edu/,4年制,0.1967,N/A,N/A,N/A,N/A,,,,
James Rumsey Technical Institute,ウェストバージニア州(WV),101,州立,,Martinsburg,3274  Hedgesville Road,25403-0259,田舎,www.jamesrumsey.com/,2年制,0.8471,N/A,N/A,N/A,N/A,,,,
Ralph R Willis Career and Technical Center,ウェストバージニア州(WV),18,州立,,Stollings,"144 Vocational Road, Three Mile Curve",25646,田舎,www.rrw.logancountyschoolswv.com/,2年制,0.8148,N/A,N/A,N/A,N/A,,,,
Marshall University,ウェストバージニア州(WV),6965,州立,0.9688,Huntington,1 John Marshall Dr,25755,都市部,https://www.marshall.edu/,N/A,0.5097,N/A,N/A,N/A,N/A,,,,
Mercer County Technical Education Center,ウェストバージニア州(WV),122,州立,,Princeton,1397 Stafford Dr,24740,町,https://mercercountyschools.sites.thrillshare.com/o/mctec,2年制,0.8036,N/A,N/A,N/A,N/A,,,,
Monongalia County Technical Education Center,ウェストバージニア州(WV),47,州立,0.8,Morgantown,1000 Mississippi Street,26501-6841,都市部,https://mtec.mono.k12.wv.us/,2年制,0.6945,N/A,N/A,N/A,N/A,,,,
Morgantown Beauty College Inc,ウェストバージニア州(WV),79,営利,,Morgantown,276 Walnut St,26505-5430,都市部,www.morgantownbeautycollege.edu/,2年制,0.7195,N/A,N/A,N/A,N/A,,,,
West Virginia University at Parkersburg,ウェストバージニア州(WV),1486,州立,,Parkersburg,300 Campus Drive,26104,田舎,www.wvup.edu/,4年制,0.3523,N/A,N/A,N/A,N/A,,,,
Potomac State College of West Virginia University,ウェストバージニア州(WV),954,州立,,Keyser,101 Fort Ave,26726,町,www.potomacstatecollege.edu/,4年制,0.2494,N/A,N/A,N/A,N/A,,,,
Academy of Careers and Technology,ウェストバージニア州(WV),130,州立,,Beckley,390 Stanaford Rd,25801,都市部,www.wvact.net/,2年制,0.798,N/A,N/A,N/A,N/A,,,,
Salem University,ウェストバージニア州(WV),756,営利,,Salem,223 W Main St,26426,田舎,https://www.salemu.edu/,N/A,0.2971,N/A,N/A,N/A,N/A,,,,
Shepherd University,ウェストバージニア州(WV),2325,州立,0.9586,Shepherdstown,301 North King St,25443,田舎,www.shepherd.edu/,N/A,0.4588,N/A,N/A,N/A,N/A,,,,
Southern West Virginia Community and Technical College,ウェストバージニア州(WV),1093,州立,,Logan,100 College Drive,25601,町,https://www.southernwv.edu/,4年制,0.2477,N/A,N/A,N/A,N/A,,,,
Fred W Eberle Technical Center,ウェストバージニア州(WV),86,州立,,Buckhannon,208 Morton Ave,26201,町,fetc.edu/,2年制,0.8969,N/A,N/A,N/A,N/A,,,,
West Virginia School of Osteopathic Medicine,ウェストバージニア州(WV),,州立,,Lewisburg,400 Lee Street North,24901,町,www.wvsom.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
West Virginia State University,ウェストバージニア州(WV),1362,州立,0.9618,Institute,Rte 25,25112-1000,郊外,www.wvstateu.edu/,N/A,0.3271,N/A,N/A,N/A,N/A,,,,
West Virginia University Hospital Departments of Rad Tech and Nutrition,ウェストバージニア州(WV),55,私立,,Morgantown,Medical Ctr Dr,26506-8062,都市部,https://wvumedicine.org/radtech,2年制,,N/A,N/A,N/A,N/A,,,,
West Liberty University,ウェストバージニア州(WV),1648,州立,0.7409,West Liberty,208 University Drive,26074,田舎,www.westliberty.edu/,N/A,0.5208,N/A,N/A,N/A,N/A,,,,
West Virginia University Institute of Technology,ウェストバージニア州(WV),1038,州立,0.6458,Beckley,512 South Kanawha Street,25801,都市部,www.wvutech.edu/,N/A,0.3114,N/A,N/A,N/A,N/A,,,,
West Virginia Wesleyan College,ウェストバージニア州(WV),886,私立,0.9635,Buckhannon,59 College Ave,26201-2994,町,www.wvwc.edu/,N/A,0.5392,N/A,N/A,N/A,N/A,,,,
West Virginia Junior College-Charleston,ウェストバージニア州(WV),225,営利,,Cross Lanes,5514 Big Tyler Road Suite 200,25313-1304,郊外,www.wvjc.edu/,4年制,0.6489,N/A,N/A,N/A,N/A,,,,
West Virginia Junior College-Morgantown,ウェストバージニア州(WV),525,営利,,Morgantown,148 Willey St,26505,都市部,www.wvjc.edu/,4年制,0.7358,N/A,N/A,N/A,N/A,,,,
International Beauty School 4,ウェストバージニア州(WV),79,営利,,Martinsburg,201 West King Street,25401,都市部,www.theinternationalbeautyschool.com/,2年制,0.8095,N/A,N/A,N/A,N/A,,,,
West Virginia Northern Community College,ウェストバージニア州(WV),868,州立,,Wheeling,1704 Market St.,26003-3699,都市部,www.wvncc.edu/,4年制,0.3077,N/A,N/A,N/A,N/A,,,,
West Virginia University,ウェストバージニア州(WV),18370,州立,0.8838,Morgantown,PO Box 6201,26506,都市部,www.wvu.edu/,N/A,0.63,N/A,N/A,N/A,N/A,,,,
Wheeling University,ウェストバージニア州(WV),578,私立,0.7265,Wheeling,316 Washington Ave,26003,都市部,www.wheeling.edu/,N/A,0.6413,N/A,N/A,N/A,N/A,,,,
Wood County Technical Center-Practical Nursing,ウェストバージニア州(WV),30,州立,,Parkersburg,1515 Blizzard Drive,26101,都市部,https://www.woodcountyschoolswv.com/o/wctc/page/practical-nursing,2年制,,N/A,N/A,N/A,N/A,,,,
VICI Beauty School,ウィスコンシン州(WI),113,営利,,Greenfield,4111 S. 108th Street,53228,郊外,www.vicibeautyschool.com/,2年制,0.8211,N/A,N/A,N/A,N/A,,,,
Alverno College,ウィスコンシン州(WI),717,私立,0.8988,Milwaukee,3400 S 43rd  St,53234-3922,都市部,https://www.alverno.edu/,N/A,0.4987,N/A,N/A,N/A,N/A,,,,
Madison Area Technical College,ウィスコンシン州(WI),8572,州立,,Madison,1701 Wright Street,53704-2599,都市部,madisoncollege.edu/,2年制,0.2338,N/A,N/A,N/A,N/A,,,,
Bellin College,ウィスコンシン州(WI),346,私立,0.9286,Green Bay,3201 Eaton Road,54311,郊外,https://www.bellincollege.edu/,N/A,0.6818,N/A,N/A,N/A,N/A,,,,
Beloit College,ウィスコンシン州(WI),921,私立,0.6586,Beloit,700 College St,53511-5595,都市部,www.beloit.edu/,N/A,0.7235,N/A,N/A,N/A,N/A,,,,
Blackhawk Technical College,ウィスコンシン州(WI),2273,州立,,Janesville,6004 South County Road G,53547-5009,郊外,www.blackhawk.edu/,2年制,0.3804,N/A,N/A,N/A,N/A,,,,
Carroll University,ウィスコンシン州(WI),2689,私立,0.7214,Waukesha,100 N East Ave,53186,都市部,www.carrollu.edu/,N/A,0.6723,N/A,N/A,N/A,N/A,,,,
Carthage College,ウィスコンシン州(WI),2541,私立,0.8183,Kenosha,2001 Alford Park Dr,53140-1994,都市部,www.carthage.edu/,N/A,0.6639,N/A,N/A,N/A,N/A,,,,
Concordia University-Wisconsin,ウィスコンシン州(WI),2556,私立,0.7037,Mequon,12800 N Lake Shore Dr,53097-2402,郊外,https://www.cuw.edu/,N/A,0.6233,N/A,N/A,N/A,N/A,,,,
Edgewood College,ウィスコンシン州(WI),1127,私立,0.9862,Madison,1000 Edgewood College Drive,53711-1997,都市部,www.edgewood.edu/,N/A,0.6207,N/A,N/A,N/A,N/A,,,,
Fox Valley Technical College,ウィスコンシン州(WI),5525,州立,,Appleton,1825 N Bluemound Dr,54912-2277,郊外,https://www.fvtc.edu/,2年制,0.529,N/A,N/A,N/A,N/A,,,,
Gateway Technical College,ウィスコンシン州(WI),4566,州立,,Kenosha,3520 30th Ave,53144-1690,都市部,https://www.gtc.edu/,2年制,0.421,N/A,N/A,N/A,N/A,,,,
The Professional Hair Design Academy,ウィスコンシン州(WI),66,営利,,Eau Claire,3408 Mall Drive,54701-7633,郊外,phdacademy.edu/,2年制,0.8841,N/A,N/A,N/A,N/A,,,,
