college,state,students,privateorpublic,acceptance_rate,city,address,zip,urbanicity,website,school_type,graduation_rate,GPA,Division,tuition,fields_of_study_json,student_faculty_ratio,race_ethnicity_json,sat_score,act_score
InterCoast Colleges-Riverside,カリフォルニア州(CA),46,営利,,Riverside,21840 Van Buren Blvd,92508,郊外,https://www.intercoast.edu/,2年制,0.6885,N/A,N/A,N/A,N/A,,,,
Brighton Center's Center for Employment Training,ケンタッキー州(KY),64,私立,,Newport,"601 Washington Ave., Suite 140",41071-1968,郊外,www.brightoncenter.com/,2年制,0.25,N/A,N/A,N/A,N/A,,,,
California Healing Arts College,カリフォルニア州(CA),263,営利,,Carson,"500 East Carson Plaza Drive, Suite 103",90746-7323,都市部,www.chac.edu/,2年制,0.6578,N/A,N/A,N/A,N/A,,,,
Dallas Barber & Stylist College,テキサス州(TX),24,営利,,Dallas,9357 Forest Lane,75243,都市部,www.dallasbarberandstylistcollege.com/,2年制,0.8761,N/A,N/A,N/A,N/A,,,,
NorthShore University HealthSystem School of Nurse Anesthesia,イリノイ州(IL),,私立,,Evanston,"2650 Ridge Ave, Rm G603C",60201-1718,都市部,www.northshore.org/academics/other-programs/school-of-nurse-anesthesia/,N/A,,N/A,N/A,N/A,N/A,,,,
Faith International University,ワシントン州(WA),177,私立,,Tacoma,3504 N Pearl St,98407-0186,都市部,https://www.faithiu.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Family of Faith Christian University,オクラホマ州(OK),33,私立,0.7143,Shawnee,30 Kinville,74804,田舎,www.familyoffaith.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Hood Theological Seminary,ノースカロライナ州(NC),,私立,,Salisbury,1810 Lutheran Synod Drive,28144,郊外,www.hoodseminary.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Colegio Educativo Tecnologico Industrial Inc,プエルトリコ(PR),46,私立,,Arecibo,#68 Calle Puro Girau,00612-0000,都市部,https://www.ceticollege.com/,2年制,0.4681,N/A,N/A,N/A,N/A,,,,
Irene's Myomassology Institute,ミシガン州(MI),232,営利,,Southfield,26061 Franklin Road,48033,都市部,www.irenes.edu/,2年制,0.4688,N/A,N/A,N/A,N/A,,,,
Jay's Technical Institute,テキサス州(TX),52,営利,,Houston,11910 Fondren Meadow,77071,都市部,jtisite.wix.com/jaysbarberandbeauty,2年制,0.4754,N/A,N/A,N/A,N/A,,,,
NTMA Training Centers of Southern California,カリフォルニア州(CA),98,私立,,Santa Fe Springs,12131 Telegraph Road,90670,郊外,ntmamcc.org/,2年制,0.8,N/A,N/A,N/A,N/A,,,,
P C Age-Jersey City,ニュージャージー州(NJ),150,営利,,Jersey City,"2815 Kennedy Blvd, 3rd Floor",7306,都市部,www.pcage.edu/,2年制,0.6883,N/A,N/A,N/A,N/A,,,,
PC AGE-Metropark,ニュージャージー州(NJ),33,営利,,Iselin,120 Wood Avenue South Suite 511,8830,郊外,www.pcage.edu/,2年制,0.7667,N/A,N/A,N/A,N/A,,,,
Hollywood Institute,フロリダ州(FL),178,営利,,Margate,5000-C Coconut Creek Parkway,33063,郊外,www.hi.edu/,2年制,0.6729,N/A,N/A,N/A,N/A,,,,
South Florida Institute of Technology,フロリダ州(FL),2288,営利,,Miami,"720 NW 27th Avenue, 2nd Floor",33125,都市部,www.sf-institute.com/,2年制,0.8172,N/A,N/A,N/A,N/A,,,,
Southeastern College-Charleston,サウスカロライナ州(SC),196,営利,0.9483,North Charleston,"2431 Aviation Avenue, Suite 703",29406,都市部,www.sec.edu/,2年制,0.9,N/A,N/A,N/A,N/A,,,,
Tigi Hairdressing Academy-Colorado Springs,コロラド州(CO),200,営利,,Colorado Springs,5125 North Academy Blvd.,80918,都市部,https://www.tigihairdressingacademy.com/,2年制,0.6522,N/A,N/A,N/A,N/A,,,,
Trend Barber College,テキサス州(TX),29,営利,,Houston,8250 W Bellfort,77071-2202,都市部,trendbarbercollege.com/,2年制,0.5909,N/A,N/A,N/A,N/A,,,,
Valley Grande Institute for Academic Studies,テキサス州(TX),229,私立,,Weslaco,345 S. Texas Blvd.,78596,郊外,vgi.edu/,2年制,0.6728,N/A,N/A,N/A,N/A,,,,
West Coast University-Los Angeles,カリフォルニア州(CA),2620,営利,,North Hollywood,12215 Victory Boulevard,91606,都市部,westcoastuniversity.edu/,N/A,0.4722,N/A,N/A,N/A,N/A,,,,
Williamson Christian College,テネシー州(TN),46,私立,,Franklin,274 Mallory Station Rd.,37067,都市部,www.williamsoncc.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Triangle Tech Inc-Sunbury,ペンシルベニア州(PA),53,営利,,Sunbury,191 Performance Road,17801,田舎,https://www.triangle-tech.edu/,4年制,0.7,N/A,N/A,N/A,N/A,,,,
DigiPen Institute of Technology,ワシントン州(WA),1058,営利,0.6637,Redmond,9931 Willows Rd NE,98052,都市部,https://www.digipen.edu/,N/A,0.5855,N/A,N/A,N/A,N/A,,,,
Pierpont Community and Technical College,ウェストバージニア州(WV),917,州立,,Fairmont,500 Galliher Drive,26554,町,https://www.pierpont.edu/,4年制,0.3385,N/A,N/A,N/A,N/A,,,,
Dewey University-Hato Rey,プエルトリコ(PR),279,私立,,Hato Rey,Barbosa Ave #427 3rd Floor - Malco Bldg,910,都市部,dewey.edu/,N/A,0.6778,N/A,N/A,N/A,N/A,,,,
InterCoast Colleges-West Covina,カリフォルニア州(CA),449,営利,,West Covina,2235 East Garvey Ave. North,91791,郊外,https://www.intercoast.edu/,2年制,0.8229,N/A,N/A,N/A,N/A,,,,
American College of Healthcare Sciences,オレゴン州(OR),743,営利,0.9167,Portland,5005 S. Macadam Ave,97239,都市部,www.achs.edu/,2年制,,N/A,N/A,N/A,N/A,,,,
Colorado Media School,コロラド州(CO),55,営利,,Denver,4380 S. Syracuse St. Suite 400,80237,都市部,beonair.com/,2年制,0.6637,N/A,N/A,N/A,N/A,,,,
Paul Mitchell the School-Rhode Island,ロードアイランド州(RI),129,営利,,Cranston,"30 Chapel View Blvd., Suite 100",2920,郊外,paulmitchell.edu/rhodeisland,2年制,0.5,N/A,N/A,N/A,N/A,,,,
Miller-Motte College-Chattanooga,テネシー州(TN),2478,営利,,Chattanooga,"6397 Lee Highway, Suite 100",37421,都市部,https://www.miller-motte.edu/,2年制,0.5213,N/A,N/A,N/A,N/A,,,,
Milan Institute-Sparks,ネバダ州(NV),69,営利,,Sparks,950 Industrial Way,89431,郊外,www.milaninstitute.edu/,2年制,0.7143,N/A,N/A,N/A,N/A,,,,
Interactive College of Technology,テキサス州(TX),48,営利,,Houston,16801 Greenspoint Park Drive Suite 150,77060-2303,都市部,www.ict.edu/campuses/tx/north-houston/,4年制,0.2121,N/A,N/A,N/A,N/A,,,,
Bexley Hall Seabury Western Theological Seminary Federation Inc.,イリノイ州(IL),,私立,,Chicago,1407 East 60th Street,60637,都市部,www.bexleyseabury.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Strayer University-Tennessee,テネシー州(TN),2598,営利,,Memphis,2650 Thousand Oaks Blvd Ste 1120,38118,都市部,www.strayer.edu/campus-locations/tennessee/thousand-oaks,N/A,,N/A,N/A,N/A,N/A,,,,
Strayer University-Pennsylvania,ペンシルベニア州(PA),1222,営利,,Trevose,3800 Horizon Blvd Ste 100,19053,郊外,https://www.strayer.edu/campus-locations/pennsylvania/lower-bucks-county,N/A,,N/A,N/A,N/A,N/A,,,,
Charlie's Guard-Detective Bureau and Academy Inc,プエルトリコ(PR),45,営利,,Aguadilla,Road 107 Km 3.1 Bo. Borinquen,603,郊外,www.charliesacademy.edu/,2年制,0.6709,N/A,N/A,N/A,N/A,,,,
PCI Academy-Plymouth,ミネソタ州(MN),73,営利,,Plymouth,4315 Peony Lane N,55446,都市部,www.pci-academy.com/,2年制,0.7838,N/A,N/A,N/A,N/A,,,,
Creative Images Institute of Cosmetology-South Dayton,オハイオ州(OH),43,営利,,Dayton,568 Miamisburg-Centerville Rd,45459,郊外,www.creativeimages.edu/,2年制,0.8142,N/A,N/A,N/A,N/A,,,,
Brookline College-Albuquerque,ニューメキシコ州(NM),528,営利,,Albuquerque,4201 Central Ave NW-Ste J,87105,都市部,https://www.brooklinecollege.edu/,N/A,0.5738,N/A,N/A,N/A,N/A,,,,
Byzantine Catholic Seminary of Saints Cyril and Methodius,ペンシルベニア州(PA),,私立,,Pittsburgh,3605 Perrysville Avenue,15214-2229,都市部,www.bcs.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Northcentral University,カリフォルニア州(CA),106,私立,,San Diego,9388 Lightwave Avenue,92123,都市部,www.nu.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Bayamon Community College,プエルトリコ(PR),190,営利,,Bayamon,17 Maceo St,961,都市部,www.bccpr.org/,2年制,0.8125,N/A,N/A,N/A,N/A,,,,
Folsom Lake College,カリフォルニア州(CA),7872,州立,,Folsom,10 College Parkway,95630,都市部,https://www.flc.losrios.edu/,4年制,0.3771,N/A,N/A,N/A,N/A,,,,
LeGrand Institute of Cosmetology Inc,サウスカロライナ州(SC),30,営利,,Camden,2418 Broad St,29020,町,www.legrandinstitute.com/,2年制,0.6857,N/A,N/A,N/A,N/A,,,,
Cambridge Technical Institute,プエルトリコ(PR),0,営利,,Caguas,200 Rafael Cordero Avenue Plaza Centro Suite 18,705,都市部,www.cti.edu/,2年制,0.8727,N/A,N/A,N/A,N/A,,,,
Empire Beauty School-Midlothian,バージニア州(VA),84,営利,,Midlothian,10807 Hull Street Rd,23112,郊外,www.empire.edu/,2年制,0.4118,N/A,N/A,N/A,N/A,,,,
Empire Beauty School-Owings Mills,メリーランド州(MD),125,営利,,Owings Mills,"9616 Reisterstown Rd, Suite 105",21117,郊外,www.empire.edu/,2年制,0.3377,N/A,N/A,N/A,N/A,,,,
Empire Beauty School-West Mifflin,ペンシルベニア州(PA),62,営利,,West Mifflin,2394 Mountainview Dr,15122,郊外,www.empire.edu/,2年制,0.4853,N/A,N/A,N/A,N/A,,,,
ATI College-Whittier,カリフォルニア州(CA),114,営利,,Whitter,15141 Whittier Blvd Suite 420,90603-0000,郊外,www.ati.edu/,2年制,0.75,N/A,N/A,N/A,N/A,,,,
Advance Science International College,フロリダ州(FL),92,営利,,Miami Lakes,5190 nw 167 st STE 200,33014,郊外,www.asicollege.edu/,4年制,0.1719,N/A,N/A,N/A,N/A,,,,
ATA College,カリフォルニア州(CA),54,営利,,El Cajon,"1810 Gillespie Way, Suite 104",92020,郊外,https://atacollege.edu/,2年制,0.8187,N/A,N/A,N/A,N/A,,,,
American Advanced Technicians Institute,フロリダ州(FL),32,営利,,Hialeah,6801 W 20th St,33014,郊外,www.aati.edu/,2年制,0.6216,N/A,N/A,N/A,N/A,,,,
Baptist University of the Americas,テキサス州(TX),108,私立,,San Antonio,2418 W. Ansley Blvd.,78224-1443,都市部,www.bua.edu/,N/A,0.2222,N/A,N/A,N/A,N/A,,,,
The Beauty Institute,フロリダ州(FL),21,営利,,West  Palm Beach,2215 N Military Trl suite I,33409,郊外,thebeautyinstitute.edu/,2年制,0.7231,N/A,N/A,N/A,N/A,,,,
Beis Medrash Heichal Dovid,ニューヨーク州(NY),145,私立,0.5783,Far Rockaway,211 Beach Seventeenth Street,11691-4433,都市部,www.heichaldovid.org/,N/A,0.5714,N/A,N/A,N/A,N/A,,,,
Blue Cliff Career College,アラバマ州(AL),37,営利,,Mobile,"2970 Cottage Hill Rd., Suite 175",36606,都市部,www.blue.edu/,2年制,0.7,N/A,N/A,N/A,N/A,,,,
Lawrenceburg Technical College,テネシー州(TN),40,営利,,Lawrenceburg,113 South Military Avenue,38464,町,www.ltc.edu/,2年制,,N/A,N/A,N/A,N/A,,,,
Paul Mitchell the School-Gastonia,ノースカロライナ州(NC),272,営利,,Gastonia,284 E Garrison Blvd,28054,都市部,paulmitchell.edu/gastonia,2年制,0.5849,N/A,N/A,N/A,N/A,,,,
CES College,カリフォルニア州(CA),77,私立,0.6308,Burbank,401 S. Glenoaks Blvd. Suite 206,91502-2750,都市部,www.cescollege.edu/,2年制,0.5574,N/A,N/A,N/A,N/A,,,,
Stellar Career College,カリフォルニア州(CA),27,営利,,Modesto,4300 Sisk Rd,95356,郊外,modesto.stellarcollege.edu/,2年制,0.7941,N/A,N/A,N/A,N/A,,,,
Auguste Escoffier School of Culinary Arts-Austin,テキサス州(TX),437,営利,,Austin,6020-B Dillard Circle,78752,都市部,www.escoffier.edu/,4年制,0.5536,N/A,N/A,N/A,N/A,,,,
Culinary Institute Inc,テキサス州(TX),336,営利,,Houston,7070 Allensby,77022-4322,都市部,www.culinaryinstitute.edu/,4年制,0.5158,N/A,N/A,N/A,N/A,,,,
Escuela Hotelera de San Juan,プエルトリコ(PR),375,営利,,Hato Rey,229 Guayama St,917,都市部,www.escuelahotelera.edu/,2年制,0.8277,N/A,N/A,N/A,N/A,,,,
Orion Institute,オハイオ州(OH),74,営利,,Perrysburg,340 Three Meadows Drive,43551,郊外,www.orion.edu/orioninstitute,2年制,0.6087,N/A,N/A,N/A,N/A,,,,
Moore Career College,ルイジアナ州(LA),68,営利,,Baton Rouge,"14141 Airline Highway, Building 1, Suite X",70817,郊外,moorecareercollege.edu/,2年制,0.2277,N/A,N/A,N/A,N/A,,,,
Industrial Technical College,プエルトリコ(PR),142,営利,,Humacao,Francisco Vega No. 15,791,郊外,www.industrialtechnicalcollege.com/,2年制,0.6546,N/A,N/A,N/A,N/A,,,,
Institute of Clinical Acupuncture & Oriental Med,ハワイ州(HI),,営利,,Honolulu,"100 N. Beretania Street, Suite 203B",96817,都市部,www.orientalmedicine.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Gwinnett College-Marietta Campus,ジョージア州(GA),154,営利,,Marietta,"1130 Northchase Pkwy, Ste 100",30067,都市部,www.gwinnettcollege.edu/,2年制,0.3119,N/A,N/A,N/A,N/A,,,,
Leston College,プエルトリコ(PR),58,営利,,Bayamon,Calle Dr Veve #52,961,都市部,www.lestoncollege.com/,2年制,0.4776,N/A,N/A,N/A,N/A,,,,
Charlotte Christian College and Theological Seminary,ノースカロライナ州(NC),44,私立,,Charlotte,"7520 East Independence Blvd, Suite 100",28227-9446,都市部,www.charlottechristian.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Nightingale College,ユタ州(UT),2988,営利,,Salt Lake City,95 S State St Suite 400,84111,都市部,www.nightingale.edu/,N/A,0.6191,N/A,N/A,N/A,N/A,,,,
PITC Institute,ペンシルベニア州(PA),361,営利,,Wyncote,"827 Glenside Ave, Admin Bldg. A",19095,郊外,pitc.edu/index.html,2年制,0.1738,N/A,N/A,N/A,N/A,,,,
Skinworks School of Advanced Skincare,ユタ州(UT),130,営利,,Salt Lake City,2121 South 230 East,84115,郊外,www.skinworks.edu/,2年制,0.8485,N/A,N/A,N/A,N/A,,,,
Southeastern College-Columbia,サウスカロライナ州(SC),155,営利,0.9709,Columbia,581 Columbia Mall Boulevard,29223,郊外,www.sec.edu/,2年制,0.7667,N/A,N/A,N/A,N/A,,,,
Turning Point Beauty College,アリゾナ州(AZ),108,営利,,Chandler,580 n camino mercado,85225-4775,田舎,turningpointbeauty.com/,2年制,0.8886,N/A,N/A,N/A,N/A,,,,
Unitech Training Academy-Lafayette,ルイジアナ州(LA),287,営利,,Lafayette,3253 Ambassador Caffery,70506,都市部,www.unitechta.edu/,2年制,0.6968,N/A,N/A,N/A,N/A,,,,
Mountwest Community and Technical College,ウェストバージニア州(WV),1019,州立,,Huntington,One Mountwest Way,25701,郊外,www.mctc.edu/,4年制,0.2569,N/A,N/A,N/A,N/A,,,,
American InterContinental University System,アリゾナ州(AZ),10317,営利,,Chandler,"2200 E Germann Road, Suite 100",85286,都市部,https://www.aius.education/,N/A,0.1542,N/A,N/A,N/A,N/A,,,,
Toyota Technological Institute at Chicago,イリノイ州(IL),,私立,,Chicago,6045 S. Kenwood Avenue,60637,都市部,www.ttic.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
American InterContinental University-Houston,テキサス州(TX),122,営利,,Houston,9999 Richmond Avenue,77042,都市部,www.aiuniv.edu/online-campus/campus-locations/houston,N/A,0.3167,N/A,N/A,N/A,N/A,,,,
University of California-Merced,カリフォルニア州(CA),8343,州立,0.8946,Merced,5200 North Lake Road,95343-5603,郊外,ucmerced.edu/,N/A,0.6941,N/A,N/A,N/A,N/A,,,,
Remington College-North Houston Campus,テキサス州(TX),185,私立,,Houston,"11310 Greens Crossing Blvd, Ste 300",77067,都市部,https://www.remingtoncollege.edu/locations/houston/greenspoint/,2年制,0.3941,N/A,N/A,N/A,N/A,,,,
Paul Mitchell the School-Orlando,フロリダ州(FL),168,営利,,Oviedo,1285 Oviedo Mall Blvd,32765,郊外,paulmitchell.edu/orlando,2年制,0.6842,N/A,N/A,N/A,N/A,,,,
Pima Medical Institute-Las Vegas,ネバダ州(NV),711,営利,,Las Vegas,3333 East Flamingo Road,89121,都市部,https://pmi.edu/,2年制,0.4795,N/A,N/A,N/A,N/A,,,,
Remington College-Nashville Campus,テネシー州(TN),240,私立,,Nashville,441 Donelson Pk Ste 150,37214,都市部,https://www.remingtoncollege.edu/locations/nashville/,2年制,0.587,N/A,N/A,N/A,N/A,,,,
Central Methodist University-College of Graduate and Extended Studies,ミズーリ州(MO),1493,私立,1,Fayette,411 Central Methodist Square,65248-1198,田舎,www.centralmethodist.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
North-West College-Riverside,カリフォルニア州(CA),620,営利,,Riverside,4550 La Sierra Ave,92503,都市部,www.north-westcollege.edu/,2年制,0.6566,N/A,N/A,N/A,N/A,,,,
Colegio Tecnico de Electricidad Galloza,プエルトリコ(PR),11,営利,,Aguada,Carr 4416 Km 2.5 Int. Bo Laguna,602,郊外,www.ctegpr.com/,2年制,0.8823,N/A,N/A,N/A,N/A,,,,
Arthur's Beauty College,アーカンソー州(AR),57,営利,,Conway,2320 Washington Avenue,72032,都市部,www.arthursbeautycollege.com/,2年制,0.5784,N/A,N/A,N/A,N/A,,,,
Spa Tech Institute-Westboro,マサチューセッツ州(MA),163,営利,,Westborough,227 Turnpike Rd.  - Suite 1,1581,郊外,www.spatech.edu/,2年制,0.7285,N/A,N/A,N/A,N/A,,,,
Spa Tech Institute-Plymouth,マサチューセッツ州(MA),213,営利,,Plymouth,59 Industrial Park Rd,2360,郊外,www.spatech.edu/,2年制,0.8,N/A,N/A,N/A,N/A,,,,
Neumont College of Computer Science,ユタ州(UT),517,営利,0.8755,Salt Lake City,143 South Main Street,84111-1917,都市部,https://www.neumont.edu/,N/A,0.5684,N/A,N/A,N/A,N/A,,,,
Johnson & Wales University-Charlotte,ノースカロライナ州(NC),1140,私立,0.7334,Charlotte,"Academic Center, 801 West Trade Street",28202,都市部,https://www.jwu.edu/campuses/charlotte/,4年制,0.5326,N/A,N/A,N/A,N/A,,,,
Roseman University of Health Sciences,ネバダ州(NV),574,私立,,Henderson,11 Sunset Way,89014,都市部,www.roseman.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Fortis Institute-Port Saint Lucie,フロリダ州(FL),458,営利,,Port Saint Lucie,9022 South US Highway 1,34952,都市部,www.fortis.edu/,2年制,0.6128,N/A,N/A,N/A,N/A,,,,
Aviation Institute of Maintenance-Manassas,バージニア州(VA),188,営利,,Manassas,10640 Davidson Place,20109,郊外,https://aviationmaintenance.edu/campuses/nova,2年制,0.4747,N/A,N/A,N/A,N/A,,,,
Cosmetology School of Arts & Sciences,アイダホ州(ID),21,営利,,Burley,485 E 5th st N,83318,町,cosmetologyschoolof-art.com/,2年制,,N/A,N/A,N/A,N/A,,,,
Universal Technical Institute of Pennsylvania Inc,ペンシルベニア州(PA),1001,営利,,Exton,750 Pennsylvania Drive,19341,郊外,www.uti.edu/,2年制,0.5169,N/A,N/A,N/A,N/A,,,,
Kenneth Shuler School of Cosmetology-Spartanburg,サウスカロライナ州(SC),156,営利,,Spartanburg,1515 John B White SR Blvd,29301,都市部,www.kennethshuler.com/,2年制,0.6,N/A,N/A,N/A,N/A,,,,
Kenneth Shuler School of Cosmetology-Columbia,サウスカロライナ州(SC),117,営利,,Columbia,7474 Garners Ferry Road,29209,都市部,www.kennethshuler.com/,2年制,0.6024,N/A,N/A,N/A,N/A,,,,
Divine Mercy University,バージニア州(VA),,私立,,Sterling,45154 Underwood Lane,20166,郊外,www.divinemercy.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Lincoln Technical Institute-Shelton,コネチカット州(CT),737,営利,,Shelton,8 Progress Drive,6484,都市部,www.lincolntech.edu/campus/shelton-ct,2年制,0.6433,N/A,N/A,N/A,N/A,,,,
Northwest Career College,ネバダ州(NV),1962,営利,,Las Vegas,"7398 Smoke Ranch Road, Ste 100",89128,都市部,www.northwestcareercollege.edu/,2年制,0.6411,N/A,N/A,N/A,N/A,,,,
Soma Institute-The National School of Clinical Massage Therapy,イリノイ州(IL),284,営利,,Chicago,55 E. Jackson Boulevard - Ste 300,60604-4110,都市部,www.soma.edu/,2年制,,N/A,N/A,N/A,N/A,,,,
American Academy of Health and Wellness,ミネソタ州(MN),,営利,,Roseville,"2233 Hamline Ave N, Suite 432",55113,郊外,https://www.acupunctureschoolusa.com/,N/A,,N/A,N/A,N/A,N/A,,,,
Arizona School of Acupuncture and Oriental Medicine,アリゾナ州(AZ),,営利,,Tucson,2856 E Fort Lowell Rd,85716-1518,都市部,www.asaom.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Ave Maria University,フロリダ州(FL),1230,私立,0.4421,Ave Maria,5050 Ave Maria Blvd,34142-9505,田舎,www.avemaria.edu/,N/A,0.5599,N/A,N/A,N/A,N/A,,,,
CALC Institute of Technology,イリノイ州(IL),61,営利,,Alton,200A North Center Dr,62002,郊外,calc.edu/,2年制,,N/A,N/A,N/A,N/A,,,,
Sutter County Career Training Center,カリフォルニア州(CA),56,営利,,Yuba City,990A Klamath Lane,95993,都市部,www.cambridge.edu/,2年制,0.7917,N/A,N/A,N/A,N/A,,,,
Cambridge College of Healthcare & Technology,フロリダ州(FL),294,営利,,Altamonte Springs,"460 E. Altamonte Drive, 3rd Floor",32701,郊外,www.cambridgehealth.edu/,2年制,0.5584,N/A,N/A,N/A,N/A,,,,
Career Care Institute,カリフォルニア州(CA),579,営利,,Lancaster,43770 15th Street West Ste 115,93534,郊外,www.ccicolleges.edu/,2年制,0.6218,N/A,N/A,N/A,N/A,,,,
ATA Career Education,フロリダ州(FL),194,営利,,Spring Hill,"7351 Spring Hill Drive, Suite 11",34606,郊外,www.atafl.edu/,2年制,0.6719,N/A,N/A,N/A,N/A,,,,
Community Christian College,カリフォルニア州(CA),485,私立,,Redlands,"1174 Nevada Street, Suite 200",92374-2893,都市部,https://www.cccollege.edu/,4年制,0.2805,N/A,N/A,N/A,N/A,,,,
Culpeper Cosmetology Training Center,バージニア州(VA),59,州立,,Culpeper,311 South East Street #120,22701-1055,町,www.culpepercosmetology.com/,2年制,0.9024,N/A,N/A,N/A,N/A,,,,
Eastern School of Acupuncture and Traditional Medicine,ニュージャージー州(NJ),11,営利,,Bloomfield,"440 Franklin Street, Suite 500",07003-3551,郊外,www.esatm.edu/,2年制,,N/A,N/A,N/A,N/A,,,,
Ecclesia College,アーカンソー州(AR),151,私立,0.551,Springdale,9653 Nations Dr,72762,田舎,ecollege.edu/,4年制,0.217,N/A,N/A,N/A,N/A,,,,
Employment Solutions-College for Technical Education,ケンタッキー州(KY),128,私立,,Lexington,1165 Centre Parkway Suite #120,40517,都市部,https://cte.edu/,2年制,0.359,N/A,N/A,N/A,N/A,,,,
Estelle Medical Academy,イリノイ州(IL),64,営利,,Skokie,"4905 Old Orchard Center, suite 710",60077,都市部,www.estellemedical.edu/,2年制,0.98,N/A,N/A,N/A,N/A,,,,
Evergreen Beauty and Barber College-Everett,ワシントン州(WA),766,営利,,Everett,802 SE Everett Mall Way Ste A,98208,都市部,www.evergreenbeauty.edu/,2年制,0.7667,N/A,N/A,N/A,N/A,,,,
Paul Mitchell the School-Great Lakes,ミシガン州(MI),77,営利,,Port Huron,2950 Lapeer Road,48060,郊外,paulmitchell.edu/porthuron,2年制,0.7359,N/A,N/A,N/A,N/A,,,,
Healthcare Training Institute,ニュージャージー州(NJ),69,営利,1,Union,1969 Morris Ave,7083,郊外,www.htinj.edu/,2年制,,N/A,N/A,N/A,N/A,,,,
John D Rockefeller IV Career Center,ウェストバージニア州(WV),24,州立,,New Cumberland,80 Rockefeller Circle,26047,田舎,www.jdrcc.org/,2年制,,N/A,N/A,N/A,N/A,,,,
Los Angeles College of Music,カリフォルニア州(CA),239,営利,0.8283,Pasadena,300 S Fair Oaks Ave,91105,都市部,www.lacm.edu/,N/A,0.5579,N/A,N/A,N/A,N/A,,,,
Rosslyn Training Academy of Cosmetology,プエルトリコ(PR),5,営利,,Aguada,Calle Paz 213,602,郊外,rosslyntraining.edu/,2年制,0.4849,N/A,N/A,N/A,N/A,,,,
SAE Institute of Technology-Nashville,テネシー州(TN),1556,営利,,Nashville,7 Music Circle N,37203,都市部,usa.sae.edu/,2年制,0.4414,N/A,N/A,N/A,N/A,,,,
